Time,Yaw,Encoder Left,Encoder Right
15.407,1.17,5225,5319
15.413,1.21,5229,5323
15.419,1.24,5232,5327
15.425,1.25,5235,5331
15.431,1.25,5238,5335
15.437,1.21,5242,5339
15.443,1.12,5245,5342
15.449,1.01,5249,5346
15.455,0.87,5252,5349
15.461,0.72,5256,5353
15.467,0.55,5261,5356
15.473,0.33,5265,5359
15.479,0.09,5270,5361
15.485,-0.15,5275,5364
15.491,-0.39,5281,5367
15.497,-0.63,5287,5369
15.503,-0.88,5293,5372
15.509,-1.14,5299,5374
15.515,-1.39,5306,5376
15.521,-1.59,5312,5378
15.527,-1.74,5319,5380
15.533,-1.86,5326,5381
15.539,-1.95,5332,5383
15.545,-2.0,5339,5386
15.551,-2.05,5345,5388
15.557,-2.11,5351,5390
15.563,-2.2,5357,5392
15.569,-2.33,5363,5394
15.575,-2.49,5368,5396
15.581,-2.67,5374,5398
15.587,-2.85,5380,5399
15.593,-3.02,5386,5401
15.599,-3.17,5392,5402
15.605,-3.3,5398,5403
15.611,-3.43,5404,5404
15.617,-3.56,5410,5405
15.623,-3.7,5416,5406
15.629,-3.81,5422,5407
15.635,-3.89,5428,5408
15.641,-3.94,5434,5409
15.647,-3.97,5440,5411
15.653,-3.98,5445,5412
15.659,-3.98,5451,5413
15.665,-3.96,5456,5415
15.671,-3.94,5462,5416
15.677,-3.93,5466,5418
15.683,-3.92,5471,5420
15.689,-3.93,5476,5421
15.695,-3.97,5480,5423
15.701,-4.01,5485,5425
15.707,-4.07,5489,5426
15.713,-4.13,5494,5428
15.719,-4.17,5499,5429
15.725,-4.18,5503,5431
15.731,-4.15,5508,5432
15.737,-4.14,5512,5434
15.743,-4.15,5516,5435
15.749,-4.17,5520,5437
15.755,-4.21,5524,5438
15.761,-4.26,5529,5440
15.767,-4.33,5533,5441
15.773,-4.41,5537,5442
15.779,-4.48,5541,5443
15.785,-4.53,5545,5444
15.791,-4.56,5550,5445
15.797,-4.55,5554,5446
15.803,-4.51,5558,5447
15.809,-4.45,5562,5448
15.815,-4.37,5566,5449
15.821,-4.27,5570,5451
15.827,-4.15,5573,5452
15.833,-4.02,5576,5454
15.839,-3.87,5578,5456
15.845,-3.74,5581,5458
15.851,-3.66,5584,5461
15.857,-3.62,5586,5463
15.863,-3.61,5589,5465
15.869,-3.58,5592,5467
15.875,-3.54,5595,5470
15.881,-3.5,5598,5472
15.887,-3.48,5601,5474
15.893,-3.47,5604,5477
15.899,-3.48,5607,5479
15.905,-3.55,5611,5482
15.911,-3.64,5615,5484
15.917,-3.75,5620,5487
