Time,Yaw,Encoder Left,Encoder Right
16.607,2.55,6450,6375
16.613,2.32,6458,6379
16.619,2.06,6465,6382
16.625,1.79,6473,6385
16.631,1.48,6480,6389
16.637,1.15,6488,6391
16.643,0.77,6497,6394
16.649,0.37,6505,6397
16.655,-0.04,6514,6399
16.661,-0.45,6523,6400
16.667,-0.85,6532,6402
16.673,-1.24,6543,6403
16.679,-1.63,6555,6404
16.685,-2.03,6567,6405
16.691,-2.42,6577,6405
16.697,-2.79,6590,6406
16.703,-3.15,6600,6406
16.709,-3.5,6611,6406
16.715,-3.85,6621,6406
16.721,-4.22,6632,6407
16.727,-4.59,6643,6407
16.733,-4.97,6654,6407
16.739,-5.34,6667,6407
16.745,-5.69,6678,6407
16.751,-6.03,6689,6407
16.757,-6.36,6700,6407
16.763,-6.67,6712,6407
16.769,-6.97,6723,6407
16.775,-7.24,6734,6407
16.781,-7.5,6745,6407
16.787,-7.73,6756,6407
16.793,-7.92,6768,6407
16.799,-8.09,6778,6407
16.805,-8.24,6789,6407
16.811,-8.37,6800,6408
16.817,-8.48,6810,6408
16.823,-8.59,6821,6409
16.829,-8.68,6831,6410
16.835,-8.77,6841,6411
16.841,-8.85,6851,6412
16.847,-8.92,6860,6414
16.853,-9.0,6870,6415
16.859,-9.08,6879,6417
16.865,-9.17,6888,6419
16.871,-9.26,6899,6420
16.877,-9.36,6908,6422
16.883,-9.45,6917,6424
16.889,-9.54,6926,6426
16.895,-9.64,6935,6428
16.901,-9.74,6944,6430
16.907,-9.83,6953,6432
16.913,-9.93,6962,6434
16.919,-10.03,6971,6436
16.925,-10.13,6979,6438
16.931,-10.23,6988,6439
16.937,-10.33,6997,6441
16.943,-10.43,7006,6443
16.949,-10.54,7015,6445
16.955,-10.65,7024,6447
16.961,-10.76,7033,6449
16.967,-10.87,7042,6450
16.973,-10.98,7051,6452
16.979,-11.09,7061,6454
16.985,-11.19,7070,6455
16.991,-11.29,7079,6457
16.997,-11.39,7088,6458
17.003,-11.49,7097,6460
17.009,-11.59,7106,6462
17.015,-11.69,7116,6463
17.021,-11.78,7125,6465
17.027,-11.86,7134,6466
17.033,-11.93,7143,6468
17.039,-12.01,7152,6469
17.045,-12.08,7162,6471
17.051,-12.15,7171,6472
17.057,-12.21,7180,6474
